	danceability	energy	key	loudness	mode	acousticness	instrumentalness	liveness	valence	tempo	duration_ms
0	0.5658835546475997	0.8596491228070176	0.18181818181818182	-0.2476965373755387	0.0	0.0006531850353892821	0.0026680896478121665	0.0829954954954955	0.7903885480572598	0.6878326519592718	0.4190896524486572
1	0.7078651685393258	0.4066047471620227	0.0	-0.5900579580918413	1.0	0.07906976744186048	0.0007406616862326573	0.27815315315315314	0.7372188139059305	0.501938059240975	0.4714593206951027
2	0.7119509703779366	0.630546955624355	0.18181818181818182	-0.22280427998216673	1.0	0.017997977755308394	9.51974386339381e-05	0.12387387387387387	0.6165644171779141	0.5002796204875039	0.5364672195892575
3	0.8253319713993872	0.5521155830753355	0.09090909090909091	-0.46518799227225444	1.0	0.18099089989888775	0.00010576307363927427	0.17792792792792791	0.8670756646216768	0.5497483415612465	0.4356773301737757
4	0.7436159346271706	0.5407636738906089	0.6363636363636364	-0.30565462921682274	1.0	0.5692618806875631	0.00013980789754535752	0.10281531531531532	0.5214723926380368	0.4351569731564332	0.5068463665086888
5	0.6118488253319714	0.7863777089783283	0.0	-0.25587011443007873	1.0	0.7219413549039434	4.727854855923159e-06	0.3941441441441441	0.7310838445807771	0.37103228170317804	0.32261650868878355
6	0.8345250255362614	0.7915376676986584	0.7272727272727273	-0.2672759696834596	1.0	0.46208291203235596	0.07716115261472785	0.06824324324324324	0.8977505112474438	0.6215770595495218	0.4578988941548183
7	0.9131767109295199	0.43653250773993807	0.0	-0.5189478377173429	1.0	0.002416582406471183	0.47598719316969046	0.08963963963963964	0.47239263803680986	0.5888614625115706	0.9288052922590837
8	0.7681307456588355	0.7058823529411765	0.0	-0.2823227819884084	1.0	0.10050556117290192	0.0	0.10101351351351351	0.5511247443762781	0.6801286254242517	0.3484202211690363
9	0.35444330949948927	0.23529411764705885	0.0	-0.35915440630108486	1.0	0.9110212335692619	0.0	0.42792792792792794	0.18813905930470348	0.6439659827213823	0.4371504739336493
10	0.8539325842696629	0.5252837977296182	0.0	-0.5078020508247882	1.0	0.47219413549039435	4.375667022411952e-06	0.0490990990990991	0.9703476482617587	0.6687461431656896	0.5459972353870458
11	0.5566905005107253	0.5964912280701754	0.18181818181818182	-0.324899687917967	1.0	0.011526794742163803	7.011739594450373e-05	0.07792792792792792	0.8374233128834355	0.6172766892934279	0.4717752764612954
12	0.508682328907048	0.65015479876161	0.5454545454545454	-0.21578243423985732	0.0	0.4206268958543984	0.0	0.268018018018018	0.8404907975460122	0.8153106680037026	0.6969194312796209
13	0.8549540347293156	0.7254901960784313	0.8181818181818182	-0.3486773666220835	0.0	0.4196157735085945	2.9135538954108855e-05	0.17229729729729729	0.934560327198364	0.5860266892934279	0.48475513428120065
14	0.5240040858018387	0.27038183694530443	0.0	-0.6269505127061971	1.0	0.31648129423660265	5.880469583778014e-06	0.5135135135135135	0.36503067484662577	0.5225190913298364	0.47985781990521326
15	0.6292134831460674	0.4582043343653251	0.9090909090909091	-0.5284589091989894	1.0	0.4661274014155713	0.00012273212379935964	0.09538288288288288	0.7801635991820041	0.6932900725084851	0.6184577409162717
16	0.6833503575076609	0.7296181630546955	0.0	-0.5075048298409868	0.0	0.35085945399393326	0.0007641408751334044	0.11227477477477477	0.8241308793456034	0.599424367479173	0.5440501579778831
17	0.891726251276813	0.8823529411764706	0.45454545454545453	-0.3179893000445831	0.0	0.18099089989888775	0.030416221985058698	0.04245495495495495	0.9038854805725972	0.5200362542425176	0.4849921011058452
18	0.4923391215526047	0.6346749226006192	0.5454545454545454	-0.41213404666369446	1.0	0.00897876643073812	1.8996798292422624e-06	0.04853603603603603	0.44683026584867075	0.4643001774143783	0.45523894154818323
19	0.27272727272727276	0.21052631578947367	0.18181818181818182	-0.5095110714816466	1.0	0.5328614762386249	0.0	0.10405405405405405	0.09233128834355829	0.8170992749151496	0.5252231437598737
20	0.35546475995914195	0.32301341589267285	0.9090909090909091	-0.4227596968345965	1.0	0.8756319514661274	0.0002742796157950907	0.1463963963963964	0.3640081799591002	0.3953448009873496	0.43562401263823064
21	0.6251276813074566	0.3395252837977296	0.36363636363636365	-0.48439589835042357	1.0	0.06400404448938321	0.0	0.07409909909909909	0.5848670756646216	0.35697894168466526	0.5565817535545023
22	0.2992849846782431	0.05748194014447885	0.09090909090909091	-0.7813568137910536	1.0	0.948432760364004	0.0011632870864461047	0.12162162162162161	0.24233128834355827	0.4255727398950941	0.6854127172195893
23	0.6782431052093973	0.36945304437564497	0.45454545454545453	-0.5756055877544954	1.0	0.7815975733063701	0.0009775880469583779	0.07286036036036035	0.5950920245398773	0.5119272601049059	0.3921800947867299
24	0.7497446373850868	0.7585139318885449	0.8181818181818182	-0.3763560707385942	0.0	0.37714863498483314	0.0	0.25563063063063063	0.9028629856850716	0.5007231564331995	0.3503692733017378
25	0.7354443309499489	0.587203302373581	0.18181818181818182	-0.42599197503343733	1.0	0.1435793731041456	0.0002006403415154749	0.07083333333333333	0.7290388548057259	0.5901101126195619	0.4225375197472354
26	0.508682328907048	0.7461300309597523	0.9090909090909091	-0.29919007281914106	1.0	0.24064711830131444	0.0	0.3975225225225225	0.901840490797546	0.7387139385991978	0.6398894154818325
27	0.6547497446373851	0.5128998968008256	0.6363636363636364	-0.45430227374052606	0.0	0.25682507583417596	2.294557097118463e-06	0.17792792792792791	0.7597137014314929	0.4930673403270595	0.46748222748815166
28	0.7752808988764045	0.8286893704850362	0.8181818181818182	-0.22425323227819882	1.0	0.39635995955510617	0.0	0.16216216216216214	0.8967280163599182	0.5921397716754088	0.46550750394944707
29	0.770173646578141	0.802889576883385	0.9090909090909091	-0.3354510328429187	0.0	0.09686552072800808	3.159018143009605e-06	0.2759009009009009	0.9560327198364009	0.5283959426103054	0.42351303317535544
30	0.5873340143003064	0.2260061919504644	0.8181818181818182	-0.6196314459800862	1.0	0.5369059656218402	0.0	0.10653153153153154	0.33640081799591004	0.38556772601049055	0.43852093206951026
31	0.4790602655771195	0.39422084623323017	0.18181818181818182	-0.49052608114132856	1.0	0.36804853387259856	0.00026680896478121667	0.4054054054054054	0.1820040899795501	0.7231275069423018	0.5058195102685624
32	0.3146067415730337	0.04406604747162023	0.6363636363636364	-0.9180041610937731	1.0	0.8746208291203236	0.0	0.20157657657657657	0.3916155419222904	0.763648372415921	0.3852033965244866
33	0.6659856996935649	0.4468524251805986	0.6363636363636364	-0.47715113687026306	1.0	0.13549039433771487	7.865528281750266e-06	0.1644144144144144	0.6901840490797546	0.4409856140080222	0.5109261453396524
34	0.6649642492339122	0.8018575851393189	1.0	-0.2917595482241046	1.0	0.18806875631951467	0.0	0.053378378378378374	0.9406952965235175	0.5385442378895402	0.4121899684044234
35	0.7323799795709908	0.26109391124871	0.6363636363636364	-0.8259399613612721	0.0	0.5662285136501517	3.0416221985058697e-05	0.06261261261261261	0.7535787321063395	0.5076027846343721	0.5828593996840442
36	0.881511746680286	0.5552115583075335	0.36363636363636365	-0.5173131223064348	0.0	0.012942366026289181	0.02006403415154749	0.09876126126126127	0.8967280163599182	0.5733714517124344	0.909952606635071
37	0.6475995914198162	0.6646026831785347	0.18181818181818182	-0.305914697577649	0.0	0.5156723963599595	7.566702241195304e-05	0.36036036036036034	0.2924335378323108	0.6519978401727862	0.5578455766192733
38	0.5342185903983657	0.5459236326109391	0.0	-0.384083816317432	0.0	0.37209302325581395	1.590181430096051e-06	0.08254504504504505	0.6973415132924337	0.9898275995063252	0.4308056872037915
39	0.9601634320735444	0.7502579979360166	0.09090909090909091	-0.37085748253826717	1.0	0.12537917087967645	0.00022411953041622199	0.09099099099099099	0.9907975460122699	0.5341522678185745	0.5854403633491311
40	0.7671092951991828	0.7254901960784313	0.8181818181818182	-0.21128696685986031	1.0	0.37209302325581395	0.001312700106723586	0.22072072072072071	0.9274028629856851	0.47212955106448623	0.367219589257504
41	0.5628192032686415	0.4613003095975232	0.8181818181818182	-0.4567171942339129	1.0	0.468149646107179	3.980789754535752e-06	0.21283783783783783	0.5705521472392638	0.4058112850971922	0.49921011058451814
42	0.6373850868232891	0.36945304437564497	0.0	-0.6485361866547777	0.0	0.7229524772497472	1.3340448239060833e-05	0.09707207207207207	0.4274028629856851	0.35116958500462814	0.4785406793048973
43	0.8181818181818182	0.4004127966976264	0.09090909090909091	-0.45084707980383415	1.0	0.01243680485338726	7.641408751334045e-05	0.10405405405405405	0.5899795501022495	0.5417261261956187	0.4409419431279621
44	0.7620020429009193	0.7254901960784313	0.0	-0.2917595482241046	1.0	0.0014155712841253793	0.004418356456776947	0.07432432432432433	0.7494887525562373	0.5378789339709966	0.5078199052132701
45	0.8774259448416751	0.8070175438596492	0.9090909090909091	-0.31000148610491896	1.0	0.1557128412537917	0.03169690501600854	0.07804054054054053	0.9519427402862987	0.5762014038876889	0.48801935229067933
46	0.8273748723186927	0.5273477812177503	0.0	-0.2397830286818249	1.0	0.07866531850353892	0.00024119530416221984	0.08040540540540542	0.8773006134969326	0.5455154659055848	0.5246406003159557
47	0.6843718079673137	0.7977296181630548	0.36363636363636365	-0.40693267944716893	0.0	0.6845298281092013	0.002049092849519744	0.34797297297297297	0.84560327198364	0.5807669315026226	0.44109992101105844
48	0.7742594484167518	0.7523219814241486	0.8181818181818182	-0.3206642888987963	1.0	0.3731041456016178	0.0	0.04842342342342342	0.9222903885480573	0.4952946621413144	0.3572413112164297
49	0.7334014300306435	0.4499484004127967	0.36363636363636365	-0.502452073116362	1.0	0.34277047522750254	0.0	0.05675675675675675	0.983640081799591	0.5276004705337859	0.48636058451816744
50	0.7058222676200204	0.8400412796697626	0.6363636363636364	-0.15801010551344924	1.0	0.09838220424671384	5.6670224119530414e-05	0.09876126126126127	0.6278118609406953	0.5231217216908362	0.6558767772511849
51	0.7497446373850868	0.4643962848297214	0.36363636363636365	-0.517164511814534	0.0	0.11425682507583418	1.2059765208110993e-05	0.3333333333333333	0.6083844580777096	0.6144901265041653	0.47690955766192733
52	0.6925434116445353	0.6408668730650154	0.45454545454545453	-0.20352206865804726	1.0	0.1122345803842265	0.10384204909284951	0.04436936936936937	0.7934560327198364	0.5466532320271521	0.6702211690363349
53	0.8314606741573033	0.4674922600619195	0.9090909090909091	-0.40132263337791646	1.0	0.13549039433771487	0.8900747065101386	0.09898648648648649	0.9233128834355828	0.47856082227707497	0.9032385466034755
54	0.5240040858018387	0.27038183694530443	0.0	-0.6269505127061971	1.0	0.31648129423660265	5.880469583778014e-06	0.5135135135135135	0.36503067484662577	0.5225190913298364	0.47985781990521326
55	0.39632277834525026	0.3797729618163055	0.8181818181818182	-0.4080844107593996	1.0	0.3225480283114257	2.1558164354322305e-06	0.11171171171171171	0.17893660531697342	0.6196341792656587	0.6187203791469195
56	0.6036772216547497	0.5304437564499485	0.8181818181818182	-0.3783251597562788	1.0	0.26592517694641055	8.32443970117396e-06	0.08975225225225224	0.6728016359918201	0.525373148719531	0.45023696682464454
57	0.651685393258427	0.587203302373581	0.8181818181818182	-0.3982018130480012	1.0	0.05985844287158747	1.0416221985058697e-05	0.12162162162162161	0.9192229038854806	0.466720340944153	0.4455509478672986
58	0.6649642492339122	0.6738906088751291	0.0	-0.3615321741714965	1.0	0.3690596562184024	0.00012486659551760938	0.08355855855855857	0.745398773006135	0.795047824745449	0.3251441548183254
59	0.5832482124616956	0.7440660474716202	0.8181818181818182	-0.20972655669490264	1.0	0.40849342770475233	0.010256136606189967	0.3367117117117117	0.7494887525562373	0.45812924251774145	0.4195734597156398
60	0.6057201225740552	0.5552115583075335	0.9090909090909091	-0.30806954971020956	1.0	0.017290192113245704	2.9882604055496262e-05	0.11373873873873874	0.5920245398773006	0.6099053147176797	0.2948124012638231
61	0.7221654749744637	0.3570691434468524	1.0	-0.46058106702333185	0.0	0.6976744186046511	0.15474919957310565	0.11261261261261261	0.5010224948875256	0.4102418235112619	0.5826421800947867
62	0.8825331971399387	0.7131062951496387	0.7272727272727273	-0.3387576162877099	1.0	2.5682507583417594e-05	0.8303094983991461	0.046734234234234236	0.983640081799591	0.6590413838321505	0.8593206951026856
63	0.7742594484167518	0.8307533539731683	0.0	-0.15763857928369743	1.0	0.21334681496461072	1.6328708644610457e-05	0.11058558558558558	0.9826175869120655	0.5618588012958964	0.3194845971563981
64	0.2992849846782431	0.03591331269349845	0.36363636363636365	-0.8886907415663546	1.0	0.9726996966632963	0.0002262540021344717	0.11824324324324324	0.1032719836400818	0.6313589555692687	0.4310169826224329
65	0.7150153217568948	0.7533539731682146	0.0	-0.3255684351315203	0.0	0.13346814964610718	0.0	0.14977477477477477	0.9826175869120655	0.6292376966985498	0.624144944707741
66	0.6261491317671093	0.7172342621259029	0.8181818181818182	-0.21485361866547778	1.0	0.23255813953488375	0.002038420490928495	0.21058558558558557	0.4601226993865031	0.5904331224930577	0.4205904423380727
